CanonicalModelId,Brand,Model,CurrentPublicFamily,ProposedPublicFamily,PrimaryCategory,SecondaryCategories,ManufacturerIntent,DNAEvidence,WaveIntent,Rocker,Rails,Outline,PerformanceScore,ForgivenessScore,WeakWaveScore,PowerfulWaveScore,Changed,ChangeReason,Confidence,ReviewRequired
8096,Chilli,Faded 2.0,step_up,step_up,step_up,,"Need a good wave, one board quiver? Well, this is the board youre after. The second incarnation of the Faded is designed for hollow, heavier waves, this board paddles like a step-up and surfs like a shortboard. Designed with Jay Davies with both overseas travel and pumping waves at home in mind, this board has been put through its paces in places from Costa Rica to West Oz. While its primarily designed for hollow tubes, dont worry, itll glide like butter in good waves anywhere from 3 foot to 8-plus. OUTLINE: The Faded 2.0 has a full nose (paddle power) and smooth middle to relatively str","method=explicit_manufacturer; style=hold,drivey,powerful_wave,fast; roles=step_up,travel,reef","{""average_waves"":7,""beach_break"":5,""hollow_waves"":10,""open_face"":9,""point_break"":9,""powerful_waves"":10,""reef_break"":10,""weak_waves"":3}",entry=medium_high;tail=medium,refined,narrow,8.25,4,3,10,False,Deterministic mapping from governed primary category step_up.,high,False
8097,Chilli,Faded 2.0 Gun,step_up,step_up,step_up,mid_length,"James initially designed this board for Jay Davies to handle the heavy water of the West Oz outer reefs. Since then, this board has been R&Dd through-out the epic Australian east coast winter of 2020 and Hawaii. Weve designed this board with maximum attention to detail. A 9mm hardwood cedar stringer and double leash plug gives the rider full confidence in challenging conditions. OUTLINE: The Faded 2.0 Gun outline is fast. The nose holds enough outline area to have an incredible amount of paddle power. This is amplified with the 'beak' nose that holds more foam from under the chest right up t","method=explicit_manufacturer; style=hold,drivey,powerful_wave,stable; roles=step_up,travel,reef","{""average_waves"":7,""beach_break"":5,""hollow_waves"":9,""open_face"":8,""point_break"":8,""powerful_waves"":9,""reef_break"":8,""weak_waves"":3}",entry=medium_high;tail=medium,refined,narrow,8.0,6,3,9,False,Deterministic mapping from governed primary category step_up.,high,False
8098,Chilli,Faded 2.0 Step Up,step_up,step_up,step_up,,"Alongside its brother (Faded 2.0 regular) we have designed, tested and delivered a heavy water Step-Up version. With feedback from team, we ´grew´ the Faded 2.0 in length, lowered the rail, pulled in the tail and kept the width to a minimum. You can pull this board out when the swell charts are looking extra punchy, the period is longer and your thinking about that 8ft heavy water leg rope that rarely gets used. Jay Davies rides this board in the raw West Oz swell (also Hawaii) in sizes from 6´4 to 7´0 and approves. Need a Step-Up? This is your board. OUTLINE The Faded 2.0 Step-Up has a slight","method=explicit_manufacturer; style=hold,drivey,powerful_wave,fast; roles=step_up,travel,reef","{""average_waves"":7,""beach_break"":5,""hollow_waves"":9,""open_face"":8,""point_break"":8,""powerful_waves"":9,""reef_break"":8,""weak_waves"":3}",entry=medium_high;tail=medium,refined,narrow,8.0,5,3,9,False,Deterministic mapping from governed primary category step_up.,high,False
8099,Chilli,Full Strength,mid_length,mid_length,mid_length,"daily_driver,performance_mid_length","Introducing the Full Strength designed by James Cheal. The next generation in our 'mid-length' category was inspired by James' journey to the Mentawai Islands, Indonesia with his son. With a quiver of the popular Mid Strength that is used mainly in the east coast of Australia conditions, he thought it would be good to create something different with a progressive performance outline, but still have the attributes of his much-loved Mid Strength. James refined and designed a 6'6 and 6'10 Project Black Full Strength to R&D on his trip, both with subtle tweaks and variances to find a perfect perfo","method=manufacturer_inference; style=glide,flowing,easy_paddle,drivey,forgiving,stable; roles=mid_length,cruiser,point_break","{""average_waves"":8,""beach_break"":6,""hollow_waves"":6,""open_face"":8,""point_break"":8,""powerful_waves"":7,""reef_break"":7,""weak_waves"":6}",entry=medium_low;tail=medium_low,medium,curvy,6.5,8,6,7,False,Deterministic mapping from governed primary category mid_length.,medium,False
8100,Chilli,Grom +,fish,performance_shortboard,performance_twin,,"Say hello to our new little friend the new improved Grom Plus. Available in PU and Twin Tech. This board has evolved from a mixture of Project Black models we have made over the years for our team rider Kobi Clements. Kobi has progressed onto high perfor- mance models but the DNA in this board is fast, forgiving and reliable for any grom from the intermediate to advanced level. We have basically squashed the nose and tail slightly together, widened the out- line that brings us a board allowing you to ride 1-3 inches smaller then a regular shortboard. Having width under the front foot with a pu","method=manufacturer_inference; style=fast,technical,alternative_performance; roles=performance,reef_alternative","{""average_waves"":7,""beach_break"":7,""hollow_waves"":7,""open_face"":8,""point_break"":7,""powerful_waves"":7,""reef_break"":8,""weak_waves"":6}",entry=medium;tail=medium_high,refined,narrow,7.5,6,6,7,True,Deterministic mapping from governed primary category performance_twin.,medium,False
8101,Chilli,HKII,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"Chilli Surfboards presents the HKII. Seamlessly updating our much-loved Hot Knife, the HKII becomes a well-rounded, step-down shortboard. This board is incredibly user-friendly and exhibits forgiveness across all types of conditions. With the outline still providing the rail-to-rail transitions with ease, the HKII boasts speed and control. Outline The HKII features a classic, slightly fuller shortboard outline in the front. We removed the hip through the fins, creating a more fluid ride rail to rail. This facilitates the straighter rail along the tail, enhancing speed, while a nice pulled in s","method=explicit_manufacturer; style=versatile,balanced,easy_performance,fast,drivey,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=low;tail=medium,medium,balanced,7.75,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,high,False
8102,Chilli,Mid Strength,mid_length,mid_length,mid_length,performance_mid_length,"James (Chilli) designed this surfboard over the summer of 2018/19 whilst he had a niggling knee injury and couldnt surf to his full ability on his standard shortboard. I just wanted something that paddled easy, catches waves and surfed without too much effort, so the Mid Strength was created. Essentially, this is a performance mid-length that should be a consideration for anyone who can competently stand and navigate along a wave. OUTLINE: Outline has a full-ish nose to help with paddling. This flows down to an accentuated curve between your feet and into the back third of the board where t","method=manufacturer_inference; style=glide,flowing,easy_paddle,fast,forgiving,stable; roles=mid_length,cruiser,point_break","{""average_waves"":7,""beach_break"":6,""hollow_waves"":5,""open_face"":8,""point_break"":8,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=medium_low;tail=medium_low,medium,curvy,6.25,8,6,6,False,Deterministic mapping from governed primary category mid_length.,medium,False
8103,Chilli,Middy,mid_length,mid_length,mid_length,performance_mid_length,"After numerous custom orders, were now offering the Mid Strength in a smaller size range from 64 down to 510. Like the Mid Strength, the paddling power of the Middy is unmatched with plenty of volume under your chest. The more compact length of the Middy now allows an even more heighten level of performance. Stand on the tail and the Middy turns on a dime, shift your weight forward and youll be flying down the line! James (Chilli) designed this surfboard over the summer of 2018/19 whilst he had a niggling knee injury and couldnt surf to his full ability on his standard shortboard. I ju","method=manufacturer_inference; style=glide,flowing,easy_paddle,fast,stable; roles=mid_length,cruiser,point_break","{""average_waves"":7,""beach_break"":7,""hollow_waves"":4,""open_face"":8,""point_break"":8,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=medium_low;tail=medium_low,medium,curvy,6.0,7,6,6,False,Deterministic mapping from governed primary category mid_length.,medium,False
8104,Chilli,Mini Bird,groveller,groveller,softboard,,"The bird collection grows. This one is for the groms, it covers all levels of surfer. Absolutely perfect for anyone starting out and looking for the transition from a softboard or mini mal to there first surfboard that will allow them to progress there performance. The other end of the scale is its a performance board for the intermediate to excellent surfers to have a lot of fun on. Drop 2-3 inches from your Grom + / Spawn Mini and you got yourself a small wave ripper. The Rare Bird is our most populer surfboard in all conditons, loved by all levels of surfer. Neat thumb tail, thruster set","method=manufacturer_inference; style=forgiving,stable,entry_level,fast; roles=learning,small_wave","{""average_waves"":6,""beach_break"":8,""hollow_waves"":1,""open_face"":6,""point_break"":5,""powerful_waves"":2,""reef_break"":4,""weak_waves"":10}",entry=low;tail=low,soft,wide_centre,4.25,10,10,2,False,Deterministic mapping from governed primary category softboard.,medium,False
8105,Chilli,Peppa Twin,fish,daily_driver,performance_twin,,"The Peppa Twin is the result from 18 months of R&D fine tuning through our 'Project Black' program testing and tweaking various rockers, outlines and bottom contours with staff and team to create our new top of the line and incredibly user-friendly performance twin fin. Delivering a board that elevates your wave count, generates speed and is an easy to ride twinny that covers a range from 2ft to 6ft surf, both frontside and backside for intermediate and advanced surfers. This board does most of the work for you. The Peppa Twin surfs smarter, not harder! ROCKER: The rocker is moderate on the en","method=manufacturer_inference; style=fast,technical,alternative_performance,drivey; roles=performance,reef_alternative","{""average_waves"":8,""beach_break"":7,""hollow_waves"":6,""open_face"":8,""point_break"":7,""powerful_waves"":7,""reef_break"":8,""weak_waves"":6}",entry=medium;tail=medium_high,refined,narrow,8.25,5,6,7,True,Its user-friendly 2-to-6-foot range and wave-count focus make versatility the primary role.,medium,False
8106,Chilli,Piña Colada,groveller,groveller,groveller,,"The piña colada // is a sweet cocktail made with rum, cream of coconut, and pineapple juice, served blended or shaken with ice. It may be garnished with a pineapple wedge and a novelty umbrella. Just as tasty as the drink itself this new board is designed to put the fun back into summer slush, point breaks and if you dress it with the right fins almost all conditions. Its got area through the whole body of the board making the deck flat but nice and low in the rail line. The wide nose is for paddling and pushing through flat sections. The tail end is heavily inspired from the classic twin fin","method=explicit_manufacturer; style=easy_speed,forgiving,playful,fast,stable; roles=small_wave,summer","{""average_waves"":6,""beach_break"":8,""hollow_waves"":2,""open_face"":5,""point_break"":5,""powerful_waves"":3,""reef_break"":4,""weak_waves"":8}",entry=low;tail=low,full,wide_forward,6.25,8,8,3,False,Deterministic mapping from governed primary category groveller.,high,False
8107,Chilli,Rare Bird EVO,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"The Rare Bird, Chilli's best all round surfboard. Just got a upgrade! Stepping up a level in all-round surf performance. Introducing the Rare Bird Evolution. Building on the success of the original Rare Bird, the Rare Bird Evolution takes everything you loved and refines it for an even better surfing experience. We've fine tuned the design to enhacne speed, control and versatility, making it the perfect upgrade for any conditions. Maintaining the single-to-double concave and slight vee through the tail for smooth railto-rail transitions, weve also adjusted the outline for increased maneuverab","method=manufacturer_inference; style=versatile,balanced,easy_performance; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":8,""hollow_waves"":4,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":8}",entry=medium_low;tail=medium,medium,balanced,7.0,7,8,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
8108,Chilli,Rare Bird EVO TT,mid_length,mid_length,mid_length,,"The Rare Bird, Chilli's best all round surfboard. Just got a upgrade! Stepping up a level in all-round surf performance. Introducing the Rare Bird Evolution. Building on the success of the original Rare Bird, the Rare Bird Evolution takes everything you loved and refines it for an even better surfing experience. We've fine tuned the design to enhacne speed, control and versatility, making it the perfect upgrade for any conditions. Maintaining the single-to-double concave and slight vee through the tail for smooth railto-rail transitions, weve also adjusted the outline for increased maneuverab","method=manufacturer_inference; style=glide,flowing,easy_paddle,forgiving,stable; roles=mid_length,cruiser,point_break","{""average_waves"":9,""beach_break"":6,""hollow_waves"":5,""open_face"":8,""point_break"":8,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=medium_low;tail=medium_low,medium,curvy,6.25,8,6,6,False,Deterministic mapping from governed primary category mid_length.,medium,False
8109,Chilli,SHORTIE,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"The Shortie is a new shortboard by James 'Chilli' Cheal. As described by Jack Robbo from the 2021 Stab In The Dark, ""this board is easy to ride. You don't have to think, you just jump on it and surf."" Our new performance driver packs high-performance surfing into a forgiving shortboard that caters to intermediate and advanced surfers. The Shortie was refined throughout 2021 with Adriano de Souza (and Chilli team riders) during his final year on the WSL championship tour, and James saw it a fit for this year's Stab In The Dark with Jack Robinson. James had 'user friendly' mixed with 'high perfo","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,drivey,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":6,""open_face"":8,""point_break"":7,""powerful_waves"":7,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,8.0,8,7,7,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
8110,Chilli,SHORTIE SQUASH,performance_shortboard,performance_shortboard,performance_shortboard,daily_driver,"The Shortie Squash by James Cheal is a high-performance shortboard designed for intermediate and advanced surfers who want a forgiving board that can handle a range of conditions. This board has been refined and tested by Chilli team riders, including Adriano de Souza, during his final year on the WSL championship tour and more recently Jack Robbo in 2022 Stab In The Dark. The Shortie Squash has a balanced rocker from nose to tail that creates a wide, generous sweet spot, making it easy for surfers to jump on and immediately gel with. The moderate single concave generates speed and drive, whil","method=manufacturer_inference; style=technical,sensitive,vertical,fast,drivey; roles=performance,competition","{""average_waves"":6,""beach_break"":7,""hollow_waves"":8,""open_face"":9,""point_break"":8,""powerful_waves"":10,""reef_break"":10,""weak_waves"":4}",entry=medium_high;tail=high,low_performance,narrow,9.0,4,4,10,False,Deterministic mapping from governed primary category performance_shortboard.,medium,False
8111,Chilli,SHORTIE YOUTH,performance_shortboard,performance_shortboard,performance_shortboard,,"The Shortie Youth based off the Chilli's most recent performance shortboard the SHORTIE for smaller people who rip! James scaled down the dimensions and added a squash tail to suit grommets from 35kgs to 60kgs and who want to take their surfing to the next level whether intermediate or advanced, this board shreds! As described by Jack Robbo from the 2022 Stab In The Dark, ""this board is easy to ride. You don't have to think, you just jump on it and surf."" Our new performance driver packs high-performance surfing into a forgiving shortboard that caters to intermediate and advanced surfers. The ","method=manufacturer_inference; style=technical,sensitive,vertical,fast,drivey; roles=performance,competition","{""average_waves"":6,""beach_break"":7,""hollow_waves"":9,""open_face"":9,""point_break"":8,""powerful_waves"":10,""reef_break"":10,""weak_waves"":4}",entry=medium_high;tail=high,low_performance,narrow,9.5,4,4,10,False,Deterministic mapping from governed primary category performance_shortboard.,medium,False
8112,Chilli,Sugar,fish,fish,performance_fish,,"Need to sweeten your quiver? The Sugar twin fin is Chillis latest candy, combining a retro look with a modern twist. The Sugars straight outline loves to draw long, fast lines and is not shy off the lip. Lets break it down:  The beak nose allows foam through the top end of the board for paddle power and a really nice foiled out tail in the bottom end for performance.  Low rail to bite the waves surface.  A 3.5 inch deep swallow/fish tail, with width for speed in flat sections  The fin position is a traditional twin fin set-up designed for large style twin fins or twin keels.","method=manufacturer_inference; style=fast,drivey,responsive,stable; roles=small_wave,daily_driver,reef_alternative","{""average_waves"":8,""beach_break"":7,""hollow_waves"":6,""open_face"":7,""point_break"":6,""powerful_waves"":6,""reef_break"":7,""weak_waves"":7}",entry=medium_low;tail=medium,refined,balanced,7.5,7,7,6,False,Deterministic mapping from governed primary category performance_fish.,medium,False
8113,Chilli,Volume II,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"James has designed countless boards for WQS surfers over the years, where surfing at the highest level in below average wave conditions is the aim of the game! This is where the Volume II originated. Over time, James ever so slightly modified the Spawn, the performance board preferred by our team at the time. He added volume throughout and slightly flattened the rocker and the bottom contour has a double concave through the fins ..the result; a trusted, fast, no frills all round shortboard that excels in 1-4 foot conditions. CONTOUR: A single concave starting 12 cm down from the nose and run","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,stable; roles=daily_driver,one_board_quiver","{""average_waves"":7,""beach_break"":8,""hollow_waves"":4,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,6.75,7,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
8134,Christenson,Acid Phish,fish,fish,performance_fish,performance_twin,"The Acid Phish is the performance-oriented evolution of Christenson's classic fish, with a rounder outline and slimmer nose intended for more vertical surfing in the pocket.","method=manufacturer_inference; style=fast,drivey,responsive,forgiving,stable; roles=small_wave,daily_driver,reef_alternative","{""average_waves"":9,""beach_break"":7,""hollow_waves"":6,""open_face"":7,""point_break"":6,""powerful_waves"":6,""reef_break"":7,""weak_waves"":8}",entry=medium_low;tail=medium,refined,balanced,7.25,8,8,6,False,Deterministic mapping from governed primary category performance_fish.,medium,False
8135,Christenson,Cafe Racer,daily_driver,daily_driver,performance_daily_driver,"daily_driver,hybrid_shortboard","The Cafe Racer 2.0 combines low rails, spiral vee and double concave with updated rocker and tail curves as a performance-minded daily driver.","method=manufacturer_inference; style=responsive,drivey,everyday_performance,sensitive; roles=daily_driver,performance","{""average_waves"":9,""beach_break"":9,""hollow_waves"":6,""open_face"":8,""point_break"":7,""powerful_waves"":7,""reef_break"":8,""weak_waves"":6}",entry=medium;tail=medium_high,low_performance,balanced,8.0,6,6,7,False,Deterministic mapping from governed primary category performance_daily_driver.,medium,False
8136,Christenson,Carrera,step_up,step_up,step_up,performance_shortboard,,"method=manufacturer_inference; style=hold,drivey,powerful_wave; roles=step_up,travel,reef","{""average_waves"":6,""beach_break"":5,""hollow_waves"":8,""open_face"":8,""point_break"":8,""powerful_waves"":8,""reef_break"":8,""weak_waves"":3}",entry=medium_high;tail=high,refined,narrow,7.5,6,3,8,False,Deterministic mapping from governed primary category step_up.,medium,False
8137,Christenson,Easy Wind,daily_driver,daily_driver,hybrid_shortboard,"daily_driver,groveller",,"method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":8,""beach_break"":8,""hollow_waves"":4,""open_face"":8,""point_break"":7,""powerful_waves"":5,""reef_break"":6,""weak_waves"":9}",entry=medium_low;tail=medium,medium,balanced,7.25,8,9,5,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
8138,Christenson,Fish,fish,fish,traditional_fish,,"Christenson describes the Fish as a highly versatile traditional fish design focused on speed, flow and a timeless twin-fin approach.","method=manufacturer_inference; style=fast,flowing,loose,forgiving,stable,glide; roles=small_wave,alternative_daily_driver","{""average_waves"":6,""beach_break"":7,""hollow_waves"":4,""open_face"":7,""point_break"":6,""powerful_waves"":4,""reef_break"":5,""weak_waves"":9}",entry=low;tail=low,full,wide_forward,6.25,8,9,4,False,Deterministic mapping from governed primary category traditional_fish.,medium,False
8139,Christenson,Flat Tracker V2,mid_length,mid_length,mid_length,alternative,"The Flat Tracker lineage is an alternative mid-length platform focused on trim, speed and versatile rail-driven surfing; Christenson's current Ultra Tracker documents its updated progression.","method=manufacturer_inference; style=glide,flowing,easy_paddle,forgiving,stable; roles=mid_length,cruiser,point_break","{""average_waves"":7,""beach_break"":6,""hollow_waves"":5,""open_face"":8,""point_break"":8,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=medium_low;tail=medium_low,medium,curvy,6.0,8,6,6,False,Deterministic mapping from governed primary category mid_length.,medium,False
8140,Christenson,Lane Splitter,fish,performance_shortboard,performance_twin,performance_fish,,"method=manufacturer_inference; style=fast,technical,alternative_performance,drivey; roles=performance,reef_alternative","{""average_waves"":8,""beach_break"":7,""hollow_waves"":6,""open_face"":8,""point_break"":7,""powerful_waves"":7,""reef_break"":8,""weak_waves"":6}",entry=medium;tail=medium_high,refined,narrow,8.0,5,6,7,True,Deterministic mapping from governed primary category performance_twin.,medium,False
8141,Christenson,Lane Splitter Swallow,fish,performance_shortboard,performance_twin,performance_fish,"The Lane Splitter Swallow is the governed swallow-tail model identity for Christenson's full-throttle performance twin, built for speed from beach breaks to Indonesian reefs.","method=manufacturer_inference; style=fast,technical,alternative_performance,drivey; roles=performance,reef_alternative","{""average_waves"":10,""beach_break"":8,""hollow_waves"":7,""open_face"":8,""point_break"":7,""powerful_waves"":7,""reef_break"":8,""weak_waves"":6}",entry=medium;tail=medium_high,refined,narrow,8.25,6,6,7,True,Deterministic mapping from governed primary category performance_twin.,medium,False
8142,Christenson,Long Phish II,mid_length,mid_length,performance_mid_length,"performance_fish,mid_length","The Long Phish 2.0 is a long-railed performance fish designed for high lines, speed, trim and accelerating turns across waist-high to double-overhead surf.","method=manufacturer_inference; style=glide,drivey,performance,fast,stable; roles=performance_mid_length,point_break,reef","{""average_waves"":8,""beach_break"":6,""hollow_waves"":7,""open_face"":8,""point_break"":8,""powerful_waves"":8,""reef_break"":8,""weak_waves"":6}",entry=medium;tail=medium_high,refined,narrow,7.5,7,6,8,False,Deterministic mapping from governed primary category performance_mid_length.,medium,False
8143,Christenson,OP2,performance_shortboard,performance_shortboard,performance_shortboard,,,"method=governed_archetype_with_modifiers; style=technical,sensitive,vertical,drivey; roles=performance,competition","{""average_waves"":7,""beach_break"":7,""hollow_waves"":8,""open_face"":9,""point_break"":8,""powerful_waves"":10,""reef_break"":10,""weak_waves"":4}",entry=medium_high;tail=high,low_performance,narrow,8.25,4,4,10,False,Deterministic mapping from governed primary category performance_shortboard.,low,True
8144,Christenson,OP3,performance_shortboard,performance_shortboard,performance_shortboard,performance_daily_driver,,"method=manufacturer_inference; style=technical,sensitive,vertical,fast,drivey; roles=performance,competition","{""average_waves"":7,""beach_break"":8,""hollow_waves"":8,""open_face"":8,""point_break"":7,""powerful_waves"":8,""reef_break"":8,""weak_waves"":4}",entry=medium_high;tail=high,low_performance,narrow,8.5,5,4,8,False,Deterministic mapping from governed primary category performance_shortboard.,medium,False
8145,Christenson,OP4,performance_shortboard,performance_shortboard,performance_shortboard,step_up,,"method=governed_archetype_with_modifiers; style=technical,sensitive,vertical,fast,drivey; roles=performance,competition","{""average_waves"":7,""beach_break"":8,""hollow_waves"":8,""open_face"":8,""point_break"":7,""powerful_waves"":8,""reef_break"":8,""weak_waves"":4}",entry=medium_high;tail=high,low_performance,narrow,8.5,5,4,8,False,Deterministic mapping from governed primary category performance_shortboard.,low,True
8146,Christenson,Osprey,mid_length,mid_length,performance_mid_length,mid_length,,"method=manufacturer_inference; style=glide,drivey,performance,stable; roles=performance_mid_length,point_break,reef","{""average_waves"":7,""beach_break"":6,""hollow_waves"":7,""open_face"":8,""point_break"":8,""powerful_waves"":8,""reef_break"":8,""weak_waves"":4}",entry=medium;tail=medium_high,refined,narrow,7.25,7,4,8,False,Deterministic mapping from governed primary category performance_mid_length.,medium,False
8148,Christenson,The Wolverine,mid_length,mid_length,performance_mid_length,"performance_twin,step_up",,"method=manufacturer_inference; style=glide,drivey,performance,fast; roles=performance_mid_length,point_break,reef","{""average_waves"":7,""beach_break"":6,""hollow_waves"":6,""open_face"":8,""point_break"":8,""powerful_waves"":8,""reef_break"":8,""weak_waves"":4}",entry=medium;tail=medium_high,refined,narrow,7.75,6,4,8,False,Deterministic mapping from governed primary category performance_mid_length.,medium,False
7824,DHD,Black Diamond,daily_driver,daily_driver,daily_driver,,"Info The Black Diamond is DHD’s true all-rounder — a genuine one-board quiver designed to handle almost anything you’re likely to surf. With extra flotation through the front half for easy paddling and wave entry, it stays forgiving and user-friendly in small, weak surf, while still offering enough performance to handle steeper, better waves when they turn on. It’s a board that covers a lot of ground and suits a wide range of surfers and conditions. Ability: Beginner to AdvancedIdeal Wave Size: 1–6ft+Wave Type: All conditions Size Reference Ride it around your standard shortboard length. The a","method=manufacturer_inference; style=versatile,reliable,balanced,stable; roles=daily_driver,one_board_quiver","{""average_waves"":7,""beach_break"":8,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=medium;tail=medium,medium,balanced,7.0,7,6,6,False,Deterministic mapping from governed primary category daily_driver.,medium,False
7823,DHD,Black Diamond EPS,daily_driver,daily_driver,daily_driver,hybrid_shortboard,The Black Diamond is our favourite all-rounder that can do a bit of everything. Packed with extra flotation for easy paddling and entries but still loaded with all the performance needed when the waves turn on. Now available in our stringered EPS construction. Ability — Beginner to Advanced Ideal Wave Size — 1-6ft + Wave Type — All Conditions,"method=manufacturer_inference; style=versatile,reliable,balanced; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":6,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=medium;tail=medium,medium,balanced,7.0,7,6,6,False,Deterministic mapping from governed primary category daily_driver.,medium,False
7807,DHD,Black Diamond Soft Top,daily_driver,daily_driver,daily_driver,,"Info The Black Diamond is DHD’s true all-rounder - a genuine one-board quiver designed to handle almost anything you’re likely to surf, and it's now available in our Soft Top construction! With extra flotation through the front half for easy paddling and wave entry, it stays forgiving and user-friendly in small, weak surf, while still offering enough performance to handle steeper, better waves when they turn on. It’s a board that covers a lot of ground and suits a wide range of surfers and conditions. Ability: Beginner to AdvancedIdeal Wave Size: 1–6ft+Wave Type: All conditions Size Reference ","method=manufacturer_inference; style=versatile,reliable,balanced,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":8,""beach_break"":9,""hollow_waves"":6,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=medium;tail=medium,medium,balanced,7.0,8,6,6,False,Deterministic mapping from governed primary category daily_driver.,medium,False
7812,DHD,EE Juliette,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"The Juliette is Ethan Ewing's update file that he rode to success at his historical win at Bells in 2023 and showed off its moves at Trestles during the finals, securing Ethan a solid world #2 ranking that same year. The Juliette still sits in the DNA family with more nose and tail rocker that helps with tighter turns and puts you in the pocket. Now available in our stringered EPS construction.","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":10,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7809,DHD,EE Juliette Jnr,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"The Juliette Jnr EPS is simply a smaller version of the Stab in the Dark winning board, The Juliette, in our Stringered EPS Construction. The Juliette is Ethan Ewing's update file that he rode to success at his historical win at Bells in 2023 and showed off its moves at Trestles during the finals, securing Ethan a solid world #2 ranking that same year. The Juliette still sits in the DNA family with more nose and tail rocker that helps with tighter turns and puts you in the pocket. Now available in our stringered EPS construction.","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":10,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7816,DHD,Interceptor,mid_length,mid_length,mid_length,,"The DHD Interceptor is Darren's version of a mid length, it's designed for the surfer who wants an easy paddle, smooth line's and tighter turns for avoiding traffic in the lineup. Ability — Beginner to Advanced Ideal Wave Size — 1 to 6 Ft Wave Type — Small to Double Over Head","method=manufacturer_inference; style=glide,flowing,easy_paddle,forgiving,stable; roles=mid_length,cruiser,point_break","{""average_waves"":8,""beach_break"":6,""hollow_waves"":5,""open_face"":8,""point_break"":8,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=medium_low;tail=medium_low,medium,curvy,6.0,8,6,6,False,Deterministic mapping from governed primary category mid_length.,medium,False
